,time_bucket,time,bytes,host,latency,method,response,url,useragent
1068,2025-01-23-23-04,2025-01-23T23:04:09.482Z,4951,113.148.46.74,1338,DELETE,502,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1069,2025-01-23-23-04,2025-01-23T23:04:08.872Z,5013,61.60.39.231,4252,PUT,404,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1070,2025-01-23-23-04,2025-01-23T23:04:08.265Z,5015,90.97.73.206,3567,GET,404,/usr/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1071,2025-01-23-23-04,2025-01-23T23:04:07.659Z,4996,155.12.251.8,2804,DELETE,303,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1072,2025-01-23-23-04,2025-01-23T23:04:07.053Z,4958,56.110.93.135,4251,DELETE,404,/usr,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1073,2025-01-23-23-04,2025-01-23T23:04:06.446Z,5020,21.248.161.139,2735,DELETE,304,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1074,2025-01-23-23-04,2025-01-23T23:04:05.837Z,4853,79.158.143.160,4090,DELETE,502,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1075,2025-01-23-23-04,2025-01-23T23:04:05.227Z,4939,25.126.110.88,1471,GET,404,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1076,2025-01-23-23-04,2025-01-23T23:04:04.622Z,5034,111.46.58.2,4443,POST,404,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1077,2025-01-23-23-04,2025-01-23T23:04:04.015Z,5068,173.119.166.252,4799,PUT,303,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1078,2025-01-23-23-04,2025-01-23T23:04:03.407Z,4992,166.212.5.17,3164,GET,304,/usr,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1079,2025-01-23-23-04,2025-01-23T23:04:02.801Z,5025,139.127.32.220,4315,DELETE,403,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1080,2025-01-23-23-04,2025-01-23T23:04:02.193Z,5075,142.98.225.109,2587,PUT,404,/usr/admin/developer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1081,2025-01-23-23-04,2025-01-23T23:04:01.585Z,5025,48.150.243.183,4930,PUT,502,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1082,2025-01-23-23-04,2025-01-23T23:04:00.979Z,4977,102.210.15.133,546,PUT,502,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1083,2025-01-23-23-04,2025-01-23T23:04:00.373Z,4919,96.104.172.190,344,GET,404,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1084,2025-01-23-05-32,2025-01-23T05:32:39.908Z,5013,67.218.110.197,1429,DELETE,200,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1085,2025-01-23-05-32,2025-01-23T05:32:39.300Z,5042,32.207.92.192,2352,PUT,303,/usr/admin/developer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1086,2025-01-23-05-32,2025-01-23T05:32:38.694Z,5004,10.105.209.128,75,POST,403,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1087,2025-01-23-05-32,2025-01-23T05:32:38.088Z,5138,85.175.7.226,3490,GET,404,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1088,2025-01-23-05-32,2025-01-23T05:32:37.481Z,5018,41.230.84.157,767,PUT,500,/usr/register,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1089,2025-01-23-05-32,2025-01-23T05:32:36.872Z,5064,71.239.175.178,1421,PUT,303,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1090,2025-01-23-05-32,2025-01-23T05:32:36.263Z,4956,47.195.81.98,1094,DELETE,500,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1091,2025-01-23-05-32,2025-01-23T05:32:35.655Z,4956,184.117.175.225,1137,GET,500,/usr/admin/developer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1092,2025-01-23-05-32,2025-01-23T05:32:35.050Z,4964,59.99.118.121,2207,PUT,303,/usr,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1093,2025-01-23-05-32,2025-01-23T05:32:34.441Z,5015,32.113.160.113,454,GET,502,/usr,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1094,2025-01-23-05-32,2025-01-23T05:32:33.834Z,5005,19.12.65.149,127,POST,304,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1095,2025-01-23-05-32,2025-01-23T05:32:33.222Z,5004,40.16.212.78,2265,PUT,500,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1096,2025-01-23-05-32,2025-01-23T05:32:32.615Z,4937,168.5.34.67,3738,DELETE,404,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1097,2025-01-23-05-32,2025-01-23T05:32:32.007Z,4992,175.44.112.39,4959,POST,303,/usr/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1098,2025-01-23-05-32,2025-01-23T05:32:31.399Z,4992,223.243.154.153,3371,DELETE,404,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1099,2025-01-23-05-32,2025-01-23T05:32:30.792Z,5033,142.252.14.46,2329,DELETE,500,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1100,2025-01-23-05-32,2025-01-23T05:32:30.186Z,5044,56.186.160.230,678,GET,403,/usr/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1101,2025-01-23-05-32,2025-01-23T05:32:29.579Z,4976,129.54.215.220,52,PUT,200,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1102,2025-01-23-05-32,2025-01-23T05:32:28.972Z,5033,131.13.74.241,1279,PUT,304,/usr/admin/developer,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1103,2025-01-23-05-32,2025-01-23T05:32:28.364Z,5049,96.241.200.85,4000,POST,303,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1104,2025-01-23-05-32,2025-01-23T05:32:27.756Z,5046,46.211.215.138,4616,POST,502,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1105,2025-01-23-05-32,2025-01-23T05:32:27.148Z,5039,118.251.193.34,4310,GET,502,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1106,2025-01-23-05-32,2025-01-23T05:32:26.541Z,5009,33.136.140.218,3810,PUT,404,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1107,2025-01-23-05-32,2025-01-23T05:32:25.934Z,5017,206.239.159.65,2543,DELETE,200,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1108,2025-01-23-05-32,2025-01-23T05:32:25.326Z,5058,191.75.232.158,651,GET,500,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1109,2025-01-23-05-32,2025-01-23T05:32:24.719Z,5009,30.51.29.254,1995,POST,404,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1110,2025-01-23-05-32,2025-01-23T05:32:24.112Z,5031,221.204.20.185,4479,DELETE,200,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1111,2025-01-23-05-32,2025-01-23T05:32:23.505Z,4895,168.97.98.245,529,PUT,303,/usr/admin/developer,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1112,2025-01-23-05-32,2025-01-23T05:32:22.894Z,4942,47.7.104.254,4570,DELETE,304,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1113,2025-01-23-05-32,2025-01-23T05:32:22.288Z,4948,162.51.54.146,1894,POST,404,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1114,2025-01-23-05-32,2025-01-23T05:32:21.679Z,4968,49.88.118.27,2916,POST,502,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1115,2025-01-23-05-32,2025-01-23T05:32:21.062Z,4996,221.128.232.214,772,POST,200,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1116,2025-01-23-05-32,2025-01-23T05:32:20.455Z,4994,69.50.69.187,3247,DELETE,403,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1117,2025-01-23-05-32,2025-01-23T05:32:19.849Z,5034,134.233.66.247,4974,DELETE,200,/usr,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1118,2025-01-23-05-32,2025-01-23T05:32:19.238Z,4933,151.240.125.94,132,GET,304,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1119,2025-01-23-05-32,2025-01-23T05:32:18.630Z,4968,21.16.8.44,2568,GET,404,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1120,2025-01-23-05-32,2025-01-23T05:32:18.024Z,5083,190.33.222.235,3129,PUT,500,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1121,2025-01-23-05-32,2025-01-23T05:32:17.416Z,5110,7.16.37.81,1823,DELETE,404,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1122,2025-01-23-05-32,2025-01-23T05:32:16.810Z,4940,26.40.148.238,2719,DELETE,403,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1123,2025-01-23-05-32,2025-01-23T05:32:16.204Z,4967,50.6.42.174,3397,POST,404,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1124,2025-01-23-05-32,2025-01-23T05:32:15.598Z,5061,74.124.24.42,4553,GET,304,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1125,2025-01-23-05-32,2025-01-23T05:32:14.986Z,4963,119.144.234.246,3337,GET,403,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1126,2025-01-23-05-32,2025-01-23T05:32:14.381Z,5039,20.31.221.35,342,POST,303,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1127,2025-01-23-05-32,2025-01-23T05:32:13.774Z,4946,122.187.174.182,3588,POST,303,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1128,2025-01-23-05-32,2025-01-23T05:32:13.167Z,4928,171.160.197.237,1842,POST,404,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1129,2025-01-23-05-32,2025-01-23T05:32:12.560Z,4931,46.144.107.171,811,DELETE,200,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1130,2025-01-23-05-32,2025-01-23T05:32:11.953Z,5037,187.223.93.40,2668,POST,200,/usr,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1131,2025-01-23-05-32,2025-01-23T05:32:11.346Z,5029,94.214.228.167,2312,GET,304,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1132,2025-01-23-05-32,2025-01-23T05:32:10.740Z,4913,9.74.132.72,3886,POST,200,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1133,2025-01-23-05-32,2025-01-23T05:32:10.134Z,5025,215.6.206.135,1096,POST,502,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1134,2025-01-23-05-32,2025-01-23T05:32:09.527Z,4965,145.254.135.72,425,DELETE,500,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1135,2025-01-23-05-32,2025-01-23T05:32:08.919Z,5000,205.192.117.133,1078,DELETE,403,/usr/admin/developer,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1136,2025-01-23-05-32,2025-01-23T05:32:08.313Z,4971,75.235.253.222,199,POST,403,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1137,2025-01-23-05-32,2025-01-23T05:32:07.706Z,4976,4.119.166.182,2967,POST,403,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1138,2025-01-23-05-32,2025-01-23T05:32:07.098Z,4938,40.91.170.173,1687,GET,403,/usr/admin/developer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1139,2025-01-23-05-32,2025-01-23T05:32:06.492Z,4889,197.16.69.66,265,DELETE,403,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1140,2025-01-23-05-32,2025-01-23T05:32:05.885Z,5057,6.135.184.45,3411,DELETE,200,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1141,2025-01-23-05-32,2025-01-23T05:32:05.279Z,4909,117.2.45.200,8,GET,500,/usr/admin/developer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1142,2025-01-23-05-32,2025-01-23T05:32:04.672Z,5060,128.111.219.245,949,GET,200,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1143,2025-01-23-05-32,2025-01-23T05:32:04.065Z,5046,110.123.31.177,1054,POST,502,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1144,2025-01-23-05-32,2025-01-23T05:32:03.456Z,4900,8.97.147.135,3826,GET,404,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1145,2025-01-23-05-32,2025-01-23T05:32:02.848Z,5065,34.10.116.73,2913,PUT,403,/usr/register,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1146,2025-01-23-05-32,2025-01-23T05:32:02.240Z,4917,81.180.231.180,1486,DELETE,500,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1147,2025-01-23-05-32,2025-01-23T05:32:01.633Z,5149,151.162.188.134,2587,DELETE,303,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1148,2025-01-23-05-32,2025-01-23T05:32:01.026Z,5001,94.174.207.72,4731,POST,304,/usr,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1149,2025-01-23-05-32,2025-01-23T05:32:00.410Z,4973,187.160.179.49,4989,PUT,303,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1150,2025-01-23-23-12,2025-01-23T23:12:59.676Z,5027,82.121.176.186,2284,PUT,303,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1151,2025-01-23-23-12,2025-01-23T23:12:59.069Z,4905,56.107.84.109,1307,PUT,304,/usr/admin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1152,2025-01-23-23-12,2025-01-23T23:12:58.462Z,5042,146.208.206.7,2272,POST,404,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1153,2025-01-23-23-12,2025-01-23T23:12:57.854Z,4916,114.140.53.173,4706,GET,500,/usr/admin/developer,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1154,2025-01-23-23-12,2025-01-23T23:12:57.247Z,4980,46.212.184.131,4550,GET,500,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1155,2025-01-23-23-12,2025-01-23T23:12:56.641Z,5047,12.204.246.13,4218,DELETE,403,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1156,2025-01-23-23-12,2025-01-23T23:12:56.035Z,4940,149.163.93.241,1156,PUT,403,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1157,2025-01-23-23-12,2025-01-23T23:12:55.428Z,5022,161.112.225.108,733,POST,303,/usr/admin/developer,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1158,2025-01-23-23-12,2025-01-23T23:12:54.821Z,5052,60.158.86.240,3212,GET,404,/usr/admin,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1159,2025-01-23-23-12,2025-01-23T23:12:54.215Z,5006,177.124.40.70,360,PUT,403,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1160,2025-01-23-23-12,2025-01-23T23:12:53.609Z,5007,87.206.64.84,740,DELETE,200,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1161,2025-01-23-23-12,2025-01-23T23:12:53.003Z,5050,196.237.43.167,2865,PUT,500,/usr/admin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1162,2025-01-23-23-12,2025-01-23T23:12:52.397Z,4929,107.75.161.15,589,GET,404,/usr/admin/developer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1163,2025-01-23-23-12,2025-01-23T23:12:51.782Z,5033,168.214.82.153,4008,POST,502,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1164,2025-01-23-23-12,2025-01-23T23:12:51.175Z,4906,179.235.176.219,3846,DELETE,303,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1165,2025-01-23-23-12,2025-01-23T23:12:50.570Z,5059,106.35.163.191,3121,GET,304,/usr/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1166,2025-01-23-23-12,2025-01-23T23:12:49.963Z,5068,31.35.48.173,47,GET,404,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1167,2025-01-23-23-12,2025-01-23T23:12:49.355Z,4975,139.108.18.209,1485,GET,403,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
